Español,Palabra,ID Audio,Inicio (sg),Fin (sg),Lengua,Transcriptorx,Herramienta,Tanda,Repositorio,Código,Cita Audio,Cita Bibliográfica,Consultante,Original_audiopath,Recorte_path
yo,matkʼijanɑ napi matkʼijanɑ,2012_03_16_FR_AG_050,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_050.wav,../pict-glotales/assets/audio/20120316FR050_ayoreo_ayoreos.wav
yo,jaxṵ jaxṵkʼin,2012_03_12_FR_AG_010,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_010.wav,../pict-glotales/assets/audio/20120312FR010_yo_avanzo.wav
yo,ʦitɑfakʔin,2012_03_12_FR_AG_018,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_018.wav,../pict-glotales/assets/audio/20120312FR018_yo_conozco.wav
yo,ʦitɑfak͡leʃ ɬxa isa,2012_03_12_FR_AG_027,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_027.wav,../pict-glotales/assets/audio/20120312FR027_yo_conozco_a_isa.wav
yo,ʦitɑfak͡leɬʔaʃ,2012_03_12_FR_AG_029,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_029.wav,../pict-glotales/assets/audio/20120312FR029_yo_los_conozco_a_ustedes.wav
yo,ʦitɑfak͡leʃ xapi peʔq͡lo,2012_03_12_FR_AG_031,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_104.wav,../pict-glotales/assets/audio/20120312FR031_yo_conozco_a_los_wichi.wav
yo,ɬantofak͡leɬ xa jijo t͡ʃi xa graciano,2012_03_12_FR_AG_036,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_036.wav,../pict-glotales/assets/audio/20120312FR036_conoces_a_yiyo_y_a_graziano.wav
yo,xat͡ʃak͡lej,2012_03_12_FR_AG_041,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_041.wav,../pict-glotales/assets/audio/20120312FR041_yo_me_saco.wav
yo,xakuma̰χ ɬkuma̰χ βakumax ʃtakuma̰x ɬkumaʔχeɬ βakumax βatit͡ʃe,2012_03_12_FR_AG_059,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_059.wav,../pict-glotales/assets/audio/20120312FR059_yo_corro.wav
yo,xaβa̰tk͡lotxat,2012_03_19_FR_AG_047,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_047.wav,../pict-glotales/assets/audio/20120319FR047_yo_me_quemo.wav
yo,ʃink͡lotʼa ʃtaβa̰tk͡lotxat,2012_03_19_FR_AG_048,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_048.wav,../pict-glotales/assets/audio/20120319FR048_yo_nos_quemo.wav
yo,kʼak͡lo̰txateɬ ʃaʔne,2012_03_19_FR_AG_049,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_049.wav,../pict-glotales/assets/audio/20120319FR049_yo_los_quemo_a_ustedes.wav
yo,xanʧaxeʃeɬʔaj na azucar,2012_03_19_FR_AG_079,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_079.wav,../pict-glotales/assets/audio/20120319FR079_yo_les_traigo_a_uds.wav
yo,xanʧa̰χ jitam xanʧaxeʃjitam na ʧḭʃi,2012_03_19_FR_AG_080,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_080.wav,../pict-glotales/assets/audio/20120319FR080_yo_me_traigo_azucar.wav
yo,xajkɑmk͡lojʔin    ɬatkɑmk͡lojʔin       tkɑmk͡lojʔin,2012_03_09_FR_AG_068,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_068.wav,../pict-glotales/assets/audio/20120309FR068_yo_vos_el_nosotros_ustedes_ellos_hacen_harina_de_algarrobo/maiz.wav
yo,xatanikfet,2012_03_09_FR_AG_088,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_088.wav,../pict-glotales/assets/audio/20120309FR088_yo_doblo_mis_piernas.wav
yo,xaβa̰tk͡leʃ,2012_03_09_FR_AG_099,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_099.wav,../pict-glotales/assets/audio/20120309FR099_yo_me_limpio.wav
yo,xaβɑ̰tχɑnʧe xa samto,2012_04_30_FR_AG_046,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_046.wav,../pict-glotales/assets/audio/20120430FR046_yo_hago_como_el_samto.wav
yo,xaβɑ̰txɑnxuɬ,2012_04_30_FR_AG_058,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_058.wav,../pict-glotales/assets/audio/20120430FR058_yo_me_imite_con_otro.wav
yo,xaxṵ.xɑm ɬa tʼun,2012_04_30_FR_AG_078,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_078.wav,../pict-glotales/assets/audio/20120430FR078_yo_muerdo_la_galleta.wav
yo,xaβa̰qxajin xaβa̰qxajinʃam,2012_04_30_FR_AG_087,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_087.wav,../pict-glotales/assets/audio/20120430FR087_yo_extiendo_las_piernas.wav
yo,xajk͡lojʔin  xajk͡lojḛɬ βaʧamʔin,2012_04_30_FR_AG_123,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_123.wav,../pict-glotales/assets/audio/20120430FR123_yo_juego___estamos_jugando.wav
yo,nixaβan̰ʦotxateʃ  niʔaβanʦotxateʃ ninβa̰ʦotxateʃ nixaβan̰ʦotxateʃeɬ niɬaβa̰nʦotxateʃeɬ niʃtaβa̰nʦotxateʃ ninβa̰nʦotxateʃ ʦʼiβeʔe,2012_03_20_TS_AG_042,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Teresita Sánchez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/20120417/TS17abril2012/20120417_TS_AG_042.wav,../pict-glotales/assets/audio/20120320TS042_yo_no_me_aduene.wav
yo,"niʦʼiʃaʔaʔan nijaʔʦʼiʃaʔaʔan, nijaʔʦʼiʃaʔaʔan",2012_05_03_FR_AG_043,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_043.wav,"../pict-glotales/assets/audio/20120503FR043_el_no_se_desnuda,_yo_no_me_desnudo.wav"
yo,nijofḭs,2012_05_03_FR_AG_075,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_075.wav,../pict-glotales/assets/audio/20120503FR075_yo_no_alcance.wav
yo,xajɑfisxan,2012_05_03_FR_AG_081,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_081.wav,../pict-glotales/assets/audio/20120503FR081_yo_les_alcance.wav
yo,xafetaʦijaneʃ kaβa ʔa̰qxikuj,2012_05_03_FR_AG_105,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_105.wav,../pict-glotales/assets/audio/20120503FR105_yo_curo_con_plantas_medicinales.wav
yo,xatatkosʃam niʔatatkosʃam ɬtatkosʃam niʔatatkosʃam,2012_05_03_FR_AG_121,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_121.wav,../pict-glotales/assets/audio/20120503FR121_yo_vos.wav
yo,xajkumʔin kaβa nuʔutʼin,2012_03_15_FR_AG_006,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_006.wav,../pict-glotales/assets/audio/20120315FR006_yo_suelo_trabajar_toda_la_tarde.wav
yo,xaβo̰mqɑxi ɬa βiʃini,2012_03_15_FR_AG_079,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_079.wav,../pict-glotales/assets/audio/20120315FR079_yo_me_lavo_del_tajamar.wav
yo,xafaʃeʃ na ʃinβo,2012_03_15_FR_AG_090,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_090.wav,../pict-glotales/assets/audio/20120315FR090_yo_corte_el_arbol_que_estaba_adentro_del_shinvo.wav
yo,xajkumaxuɬ,2012_05_14_FR_AG_002,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_002.wav,../pict-glotales/assets/audio/20120514FR002_yo_te_recibo.wav
yo,xajkṵmxuɬ,2012_05_14_FR_AG_006,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_006.wav,../pict-glotales/assets/audio/20120514FR006_yo_recibo.wav
yo,kanʔut xajkumeɬʔaxuɬ,2012_05_14_FR_AG_013,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_013.wav,../pict-glotales/assets/audio/20120514FR013_ayer_yo_recibo_a_ustedes.wav
yo,xajɑnʔin,2012_05_14_FR_AG_071,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_071.wav,../pict-glotales/assets/audio/20120514FR071_yo_grito.wav
yo,βaʧanxaʧi,2012_05_14_FR_AG_136,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_136.wav,../pict-glotales/assets/audio/20120514FR136_rayo_teléfono.wav
yo,xak'ɑn,2012_05_14_FR_AG_159,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR19marzo2012/20120319_FR_AG_159.wav,../pict-glotales/assets/audio/20120514FR159_yo_pego.wav
yo,ʦitɑntax,2012_05_14_FR_AG_172,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR19marzo2012/20120319_FR_AG_172.wav,../pict-glotales/assets/audio/20120514FR172_yo_crezco.wav
yo,tʼakṵmxuɬ    xajkumʔaxuɬ,2012_05_14_FR_AG_185,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR19marzo2012/20120319_FR_AG_185.wav,../pict-glotales/assets/audio/20120514FR185_recibir_________yo_te_recibo.wav
yo,xajkṵmxuɬ,2012_05_14_FR_AG_188,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR14mayo2012/20120514_FR_AG_188.wav,../pict-glotales/assets/audio/20120514FR188_yo_recibo.wav
yo,xajkṵmxuɬ xa ele,2012_05_14_FR_AG_189,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR14mayo2012/20120514_FR_AG_189.wav,../pict-glotales/assets/audio/20120514FR189_yo_recibo_al_sacerdote.wav
yo,kanʔut xajkumʔaxuɬ,2012_05_14_FR_AG_197,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR14mayo2012/20120514_FR_AG_197.wav,../pict-glotales/assets/audio/20120514FR197_ayer_yo_te_recibo.wav
yo,kanʔut xajkumeɬʔaxuɬ,2012_05_14_FR_AG_199,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR14mayo2012/20120514_FR_AG_199.wav,../pict-glotales/assets/audio/20120514FR199_ayer_yo_recibo_a_ustedes.wav
yo,xajkṵmxuɬʔin,2012_05_14_FR_AG_210,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR14mayo2012/20120514_FR_AG_210.wav,../pict-glotales/assets/audio/20120514FR210_yo_recibo_siempre_(varias_veces).wav
yo,,2012_05_05_FR_AG_046,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166471",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_046.wav,../pict-glotales/assets/audio/20120505FR046_yo_te_ensucio.wav
